"ENTITY_CD","PUPIL_COUNT_TOT","PER_FEDERAL_EXP","PER_STATE_LOCAL_EXP"
"521401040008",256,555,11623
"521401040009",377,146,10190
"521401040010",467,701,8727
"521701040000",1538,490,18644
"521701040002",505,0,19578
"521701040003",659,0,7690
"521701040005",374,0,10459
"521800010000",6462,315,15691
"521800010006",758,94,10480
"521800010007",381,299,11212
"521800010008",399,91,11182
"521800010009",448,93,9610
"521800010010",2073,154,10519
"521800010012",405,92,11270
"521800010014",412,249,11994
"521800010015",1465,240,10736
"522001040000",1044,801,23984
"522001040002",447,462,7193
"522001040003",597,355,10689
"522101030000",756,517,18495
"522101030004",341,6,15407
"522101030005",415,481,11501
"530101040000",664,493,17973
"530101040001",353,290,12389
"530101040002",311,637,11559
"530202060000",2438,453,17146
"530202060001",242,92,11993
"530202060002",219,573,11762
"530600010013",496,806,12251
"530600010014",429,1206,11385
"530600010017",390,1450,12647
"530600010018",462,570,12316
"530600010024",730,1293,12330
"530600010025",2709,577,13082
"530600010026",404,950,11460
"530600010029",402,1016,15096
"530600010030",322,2000,13801
"530600010034",694,1070,11966
"530600010035",700,1213,12419
"540801040000",308,1693,24792
"540801040001",308,1209,15149
"540901040000",204,2277,10974
"540901040001",204,2277,5198
"541001040000",724,582,23960
"541001040001",325,470,17681
"541001040002",382,704,14572
"541102060000",1736,600,18106
"541102060001",401,1000,11053
"541102060002",569,210,13991
"541102060004",357,391,13205
"541102060005",371,802,10506
"541201040000",929,567,20199
"541201040002",488,787,13230
"541201040003",384,373,19613
"541401040000",242,1334,20251
"541401040001",223,1447,21976
"550101040000",785,1571,16863
"550101040001",233,2118,7427
"550101040002",212,2328,8199
"550101040003",316,781,13996
"550301060000",1078,738,18455
"550301060002",570,382,11195
"550301060004",492,505,14662
"560501040000",686,1869,25575
"560501040003",318,939,17059
"560501040004",368,863,20661
"560603040000",457,1704,19866
"560603040001",457,221,12896
"560701060000",1235,934,18120
"560701060001",262,826,15765
"560701060003",363,250,16010
"560701060004",277,701,12569
"560701060005",292,673,15155
"561006060000",1605,706,19143
"561006060001",467,212,13516
"561006060002",360,823,10271
"561006060003",377,806,10756
"561006060004",353,578,11341
"570101040000",1095,2075,19227
"570101040001",455,1490,11666
"570101040002",563,697,14048
"570101040003",61,1078,23213
"570201040000",455,1016,21472
"640801040000",960,595,18577
"640801040002",482,452,14240
"621001060006",835,586,15701
"621101060000",2096,403,6442
"621101060001",373,653,0
"621101060002",444,105,0
"621101060004",518,536,0
"621101060005",761,239,0
"621201060000",1257,657,36276
"621201060001",297,538,30166
"621201060002",135,570,23396
"621201060004",180,537,26662
"621201060005",411,346,29015
"621201060006",192,622,26033
"621601060000",2557,489,20579
"621601060001",327,356,13981
"621601060002",353,771,12858
"621601060003",301,846,16790
"621601060004",327,1115,17214
"621601060005",377,120,18055
"621601060007",825,119,16903
"621801060000",2856,471,21228
"621801060001",481,575,14312
"621801060003",469,801,16464
"621801060004",428,1159,15346
"621801060005",962,50,16132
"621801060006",516,286,15953
"622002060000",1595,971,26865
"622002060002",714,679,18735
"622002060004",497,500,22812
"622002060005",384,808,19591
"630101040000",187,723,40947
"630101040001",187,723,25536
"630202040000",522,771,20580
"630202040001",522,771,13859
"630300010000",2099,806,16179
"630300010001",268,1233,13833
"630300010003",279,1180,11614
"630300010004",252,927,13221
"630300010006",635,368,9120
"630300010007",650,359,13501
"630601040000",326,862,24305
"630601040001",326,862,16665
"630701040000",749,668,26451
"630701040002",319,763,15841
"630701040003",430,597,21058
"630801040000",657,758,25496
"630801040001",322,582,16429
"630801040003",335,893,14580
"630902030000",3196,1175,14674
"630902030001",880,557,4655
"630902030002",1109,562,5918
"630902030003",719,569,5960
"630902030004",488,552,5935
"630918080000",163,2301,16894
"630918080001",163,2301,16894
"631201040000",725,1910,21274
"631201040001",345,914,17516
"631201040002",380,993,11400
"640101040000",489,859,21213
"640101040001",213,736,16077
"640101040002",276,274,12650
"640502040000",468,830,21576
"640502040001",241,0,6814
"640502040002",227,273,7826
"640601020000",475,1133,24417
"662300010018",566,1858,11973
"662300010019",595,1524,10799
"662300010021",455,886,12531
"662300010022",452,990,13603
"662300010023",625,1109,11914
"662300010024",443,946,11903
"662300010025",304,1779,16837
"662300010026",576,737,10840
"662300010027",382,1552,11726
"662300010028",542,531,10260
"662300010029",651,1762,20614
"662300010030",590,707,10763
"662300010033",1016,808,10923
"662300010036",705,2367,13674
"662300010037",1056,394,15153
"662300010038",1155,287,15752
"662300010040",1123,592,17407
"662300010043",983,281,15105
"662300010044",1340,563,16019
"662300010045",634,1392,14422
"662300010046",530,1558,12684
"662300010047",885,607,13280
"662300010048",1200,256,13404
"662300010050",999,540,14384
"662300010055",587,256,13404
"662300010056",797,366,13439
"662300010057",384,764,11929
"662300010058",127,2599,12140
"662300860862",757,965,15191
"662401060000",5591,556,23541
"662401060001",450,0,15098
"662401060003",421,193,17710
"662401060004",396,431,15442
"662401060005",581,140,18504
"662401060007",997,0,19306
"662401060008",1320,62,18136
"662401060009",524,0,15916
"662401060010",902,90,18658
"662402060000",3394,586,23589
"662402060001",1128,266,20008
"662402060002",829,295,17939
"662402060003",467,470,19089
"662402060004",497,369,18375
"662402060005",473,196,15704
"670201060000",1224,1164,17862
"670201060001",432,310,12746
