"","ENTITY_CD","ENTITY_NAME","YEAR","ATTENDANCE_RATE"
"376","090201040001","KEESVILLE PRIMARY SCHOOL",2019,94
"377","090201040002","AUSABLE VALLEY HIGH SCHOOL",2019,94
"378","090201040004","AUSABLE FORKS ELEMENTARY SCHOOL",2019,94
"379","090201040005","AUSABLE VALLEY MIDDLE SCHOOL",2019,95
"380","090301060000","BEEKMANTOWN CENTRAL SCHOOL DISTRICT",2019,95
"381","090301060001","BEEKMANTOWN ELEMENTARY SCHOOL",2019,96
"382","090301060003","CUMBERLAND HEAD ELEMENTARY SCHOOL",2019,94
"383","090301060005","BEEKMANTOWN MIDDLE SCHOOL",2019,95
"384","090301060006","BEEKMANTOWN HIGH SCHOOL",2019,93
"385","090501040000","NORTHEASTERN CLINTON CENTRAL SCHOOL DISTRICT",2019,94
"386","090501040002","NORTHEASTERN CLINTON SENIOR HIGH SCHOOL",2019,94
"387","090501040003","ROUSES POINT ELEMENTARY SCHOOL",2019,95
"388","090501040006","MOOERS ELEMENTARY SCHOOL",2019,95
"389","090501040007","NORTHEASTERN CLINTON MIDDLE SCHOOL",2019,93
"390","090601020000","CHAZY UNION FREE SCHOOL DISTRICT",2019,96
"391","090601020001","CHAZY CENTRAL RURAL ELEMENTARY SCHOOL",2019,96
"392","090601020002","CHAZY CENTRAL RURAL JUNIOR-SENIOR HIGH SCHOOL",2019,95
"393","090901040000","NORTHERN ADIRONDACK CENTRAL SCHOOL DISTRICT",2019,95
"394","090901040001","NORTHERN ADIRONDACK ELEMENTARY SCHOOL",2019,96
"395","090901040002","NORTHERN ADIRONDACK MIDDLE/HIGH SCHOOL",2019,95
"396","091101060000","PERU CENTRAL SCHOOL DISTRICT",2019,95
"397","091101060004","PERU ELEMENTARY SCHOOL",2019,95
"398","091101060005","PERU JR/SR HIGH SCHOOL",2019,94
"399","091200010000","PLATTSBURGH CITY SCHOOL DISTRICT",2019,95
"400","091200010001","BAILEY AVENUE SCHOOL",2019,95
"401","091200010003","ARTHUR P MOMOT ELEMENTARY SCHOOL",2019,95
"402","091200010004","OAK STREET SCHOOL",2019,95
"403","091200010005","STAFFORD MIDDLE SCHOOL",2019,95
"404","091200010006","PLATTSBURGH SENIOR HIGH SCHOOL",2019,93
"405","091402060000","SARANAC CENTRAL SCHOOL DISTRICT",2019,95
"406","091402060002","MORRISONVILLE ELEMENTARY SCHOOL",2019,96
"407","091402060004","SARANAC ELEMENTARY SCHOOL",2019,96
"408","091402060005","SARANAC HIGH SCHOOL",2019,94
"409","091402060007","SARANAC MIDDLE SCHOOL",2019,96
"410","100308020000","BERKSHIRE UNION FREE SCHOOL DISTRICT",2019,85
"411","100308020001","BERKSHIRE JUNIOR-SENIOR HIGH SCHOOL",2019,92
"412","100308020002","COLUMBIA-GREENE PARTNERSHIP ACADEMY-THE BRIDGE",2019,80
"413","100501040000","TACONIC HILLS CENTRAL SCHOOL DISTRICT",2019,92
"414","100501040003","TACONIC HILLSJUNIOR/SENIOR HIGH SCHOOL",2019,90
"415","100501040006","TACONIC HILLS ELEMENTARY SCHOOL",2019,93
"416","100902040000","GERMANTOWN CENTRAL SCHOOL DISTRICT",2019,95
"417","100902040003","GERMANTOWN ELEMENTARY SCHOOL",2019,96
"418","100902040004","GERMANTOWN JUNIOR-SENIOR HIGH SCHOOL",2019,95
"419","101001040000","CHATHAM CENTRAL SCHOOL DISTRICT",2019,94
"420","101001040001","MARY E DARDESS ELEMENTARY SCHOOL",2019,94
"421","101001040002","CHATHAM HIGH SCHOOL",2019,94
"422","101001040006","CHATHAM MIDDLE SCHOOL",2019,95
"423","101300010000","HUDSON CITY SCHOOL DISTRICT",2019,94
"424","101300010001","HUDSON JUNIOR/SENIOR HIGH SCHOOL",2019,93
"425","101300010003","MONTGOMERY C SMITH INTERMEDIATE SCHOOL",2019,94
"426","101300010004","HUDSON JUNIOR HIGH SCHOOL",2019,95
"427","101401040000","KINDERHOOK CENTRAL SCHOOL DISTRICT",2019,95
"428","101401040004","ICHABOD CRANE PRIMARY SCHOOL",2019,95
"429","101401040005","ICHABOD CRANE SENIOR HIGH SCHOOL",2019,95
"430","101401040006","ICHABOD CRANE MIDDLE SCHOOL",2019,96
"431","101601040000","NEW LEBANON CENTRAL SCHOOL DISTRICT",2019,93
"432","101601040002","WALTER B HOWARD ELEMENTARY SCHOOL",2019,94
"433","101601040003","NEW LEBANON JUNIOR-SENIOR HIGH SCHOOL",2019,91
"434","110101040000","CINCINNATUS CENTRAL SCHOOL DISTRICT",2019,94
"435","110101040001","CINCINNATUS ELEMENTARY SCHOOL",2019,95
"436","110101040002","CINCINNATUS HIGH SCHOOL",2019,93
"437","110101040003","CINCINNATUS MIDDLE SCHOOL",2019,95
"438","110200010000","CORTLAND CITY SCHOOL DISTRICT",2019,94
"439","110200010003","FRANKLYN S BARRY SCHOOL",2019,95
"440","110200010004","VIRGIL ELEMENTARY SCHOOL",2019,97
"441","110200010008","ALTON B PARKER SCHOOL",2019,95
"442","110200010009","RANDALL SCHOOL",2019,95
"443","110200010010","F E SMITH SCHOOL",2019,96
"444","110200010011","CORTLAND JUNIOR-SENIOR HIGH SCHOOL",2019,91
"445","110200010012","CORTLAND JUNIOR HIGH SCHOOL",2019,93
"446","110304040000","MCGRAW CENTRAL SCHOOL DISTRICT",2019,95
"447","110304040001","MCGRAW ELEMENTARY SCHOOL",2019,95
"448","110304040002","MCGRAW SECONDARY SCHOOL",2019,94
"449","110701060000","HOMER CENTRAL SCHOOL DISTRICT",2019,95
"450","110701060001","HOMER SENIOR HIGH SCHOOL",2019,95
"451","110701060002","HOMER ELEMENTARY SCHOOL",2019,95
"452","110701060003","HOMER INTERMEDIATE SCHOOL",2019,96
"453","110701060006","HOMER JUNIOR HIGH SCHOOL",2019,95
"454","110901040000","MARATHON CENTRAL SCHOOL DISTRICT",2019,95
"455","110901040001","MARATHON HIGH SCHOOL",2019,95
"456","110901040002","WILLIAM APPLEBY ELEMENTARY SCHOOL",2019,96
"457","111111111111","All Public Schools",2019,94
"458","120102040000","ANDES CENTRAL SCHOOL DISTRICT",2019,94
"459","120102040001","ANDES CENTRAL SCHOOL",2019,94
"460","120301040000","DOWNSVILLE CENTRAL SCHOOL DISTRICT",2019,95
"461","120301040001","DOWNSVILLE CENTRAL SCHOOL",2019,95
"462","120401040000","CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT",2019,94
"463","120401040001","CHARLOTTE VALLEY SCHOOL",2019,94
"464","120501040000","DELAWARE ACADEMY CENTRAL SCHOOL DISTRICT AT DELHI",2019,95
"465","120501040001","DELAWARE ACADEMY ELEMENTARY SCHOOL",2019,95
"466","120501040002","DELAWARE ACADEMY HIGH SCHOOL",2019,95
"467","120701040000","FRANKLIN CENTRAL SCHOOL DISTRICT",2019,95
"468","120701040001","FRANKLIN CENTRAL SCHOOL",2019,95
"469","120906040000","HANCOCK CENTRAL SCHOOL DISTRICT",2019,94
"470","120906040001","HANCOCK ELEMENTARY SCHOOL",2019,95
"471","120906040002","HANCOCK JUNIOR-SENIOR HIGH SCHOOL",2019,94
"472","121401040000","MARGARETVILLE CENTRAL SCHOOL DISTRICT",2019,94
"473","121401040001","MARGARETVILLE CENTRAL SCHOOL",2019,94
"474","121502040000","ROXBURY CENTRAL SCHOOL DISTRICT",2019,95
"475","121502040001","ROXBURY CENTRAL SCHOOL",2019,95
"476","121601060000","SIDNEY CENTRAL SCHOOL DISTRICT",2019,94
"477","121601060002","SIDNEY ELEMENTARY SCHOOL",2019,94
"478","121601060005","SIDNEY MIDDLE SCHOOL",2019,96
"479","121601060006","SIDNEY HIGH SCHOOL",2019,94
"480","121701040000","STAMFORD CENTRAL SCHOOL DISTRICT",2019,96
"481","121701040001","STAMFORD CENTRAL SCHOOL",2019,96
"482","121702040000","SOUTH KORTRIGHT CENTRAL SCHOOL DISTRICT",2019,95
"483","121702040001","SOUTH KORTRIGHT CENTRAL SCHOOL",2019,95
"484","121901040000","WALTON CENTRAL SCHOOL DISTRICT",2019,94
"485","121901040001","TOWNSEND ELEMENTARY SCHOOL",2019,94
"486","121901040002","WALTON HIGH SCHOOL",2019,93
"487","121901040003","WALTON MIDDLE SCHOOL",2019,94
"488","130200010000","BEACON CITY SCHOOL DISTRICT",2019,93
"489","130200010001","J V FORRESTAL ELEMENTARY SCHOOL",2019,95
"490","130200010002","SOUTH AVENUE SCHOOL",2019,94
"491","130200010003","GLENHAM SCHOOL",2019,94
"492","130200010004","ROMBOUT MIDDLE SCHOOL",2019,94
"493","130200010005","BEACON HIGH SCHOOL",2019,91
"494","130200010006","SARGENT SCHOOL",2019,94
"495","130502020000","DOVER UNION FREE SCHOOL DISTRICT",2019,93
"496","130502020001","WINGDALE ELEMENTARY SCHOOL",2019,93
"497","130502020002","DOVER ELEMENTARY SCHOOL",2019,95
"498","130502020003","DOVER HIGH SCHOOL",2019,92
"499","130502020004","DOVER MIDDLE SCHOOL",2019,94
"500","130801060000","HYDE PARK CENTRAL SCHOOL DISTRICT",2019,93
"501","130801060002","NETHERWOOD SCHOOL",2019,95
"502","130801060003","RALPH R SMITH SCHOOL",2019,94
"503","130801060005","VIOLET AVENUE SCHOOL",2019,94
"504","130801060006","HAVILAND MIDDLE SCHOOL",2019,93
"505","130801060007","FRANKLIN D ROOSEVELT SENIOR HIGH SCHOOL",2019,91
"506","130801060008","NORTH PARK ELEMENTARY SCHOOL",2019,95
"507","131101040000","NORTHEAST CENTRAL SCHOOL DISTRICT",2019,93
"508","131101040004","WEBUTUCK HIGH SCHOOL",2019,91
"509","131101040006","WEBUTUCK ELEMENTARY SCHOOL",2019,93
"510","131101040007","EUGENE BROOKS MIDDLE SCHOOL",2019,94
"511","131201040000","PAWLING CENTRAL SCHOOL DISTRICT",2019,94
"512","131201040001","PAWLING ELEMENTARY SCHOOL",2019,95
"513","131201040002","PAWLING HIGH SCHOOL",2019,94
"514","131201040003","PAWLING MIDDLE SCHOOL",2019,95
"515","131301040000","PINE PLAINS CENTRAL SCHOOL DISTRICT",2019,94
"516","131301040001","SEYMOUR SMITH INTERMEDIATE LEARNING CENTER",2019,95
"517","131301040002","STISSING MOUNTAIN HIGH SCHOOL",2019,94
"518","131301040003","COLD SPRING EARLY LEARNING CENTER",2019,93
"519","131500010000","POUGHKEEPSIE CITY SCHOOL DISTRICT",2019,89
"520","131500010001","WARRING MAGNET ACADEMY OF SCIENCE AND TECHNOLOGY",2019,91
"521","131500010003","GOV GEORGE CLINTON SCHOOL",2019,91
"522","131500010006","G W KRIEGER SCHOOL",2019,93
"523","131500010007","SMITH EARLY LEARNING CENTER",2019,87
"524","131500010009","MORSE YOUNG MAGNET SCHOOL",2019,91
"525","131500010010","POUGHKEEPSIE HIGH SCHOOL",2019,85
"526","131500010011","POUGHKEEPSIE MIDDLE SCHOOL",2019,90
"527","131500010013","COLUMBUS SCHOOL",2019,NA
"528","131601060000","ARLINGTON CENTRAL SCHOOL DISTRICT",2019,95
"529","131601060001","ARTHUR S MAY SCHOOL",2019,94
"530","131601060002","BEEKMAN SCHOOL",2019,96
"531","131601060004","OVERLOOK PRIMARY SCHOOL",2019,94
"532","131601060005","TRAVER ROAD PRIMARY SCHOOL",2019,94
"533","131601060008","ARLINGTON HIGH SCHOOL",2019,94
"534","131601060010","WEST ROAD/D'AQUANNIS INTERMEDIATE SCHOOL",2019,95
"535","131601060011","NOXON ROAD ELEMENTARY SCHOOL",2019,96
"536","131601060012","LAGRANGE MIDDLE SCHOOL",2019,95
"537","131601060013","TITUSVILLE INTERMEDIATE",2019,95
"538","131601060014","VAIL FARM ELEMENTARY SCHOOL",2019,95
"539","131601060015","UNION VALE MIDDLE SCHOOL",2019,96
"540","131602020000","SPACKENKILL UNION FREE SCHOOL DISTRICT",2019,95
"541","131602020001","HAGAN SCHOOL",2019,96
"542","131602020003","NASSAU SCHOOL",2019,96
"543","131602020004","ORVILLE A TODD MIDDLE SCHOOL",2019,95
"544","131602020005","SPACKENKILL HIGH SCHOOL",2019,95
"545","131701060000","RED HOOK CENTRAL SCHOOL DISTRICT",2019,96
"546","131701060002","RED HOOK SENIOR HIGH SCHOOL",2019,96
"547","131701060004","LINDEN AVENUE MIDDLE SCHOOL",2019,96
"548","131701060006","MILL ROAD-INTERMEDIATE GRADES",2019,96
"549","131701060008","MILL ROAD-PRIMARY GRADES",2019,95
"550","131801040000","RHINEBECK CENTRAL SCHOOL DISTRICT",2019,95
"551","131801040001","RHINEBECK SENIOR HIGH SCHOOL",2019,93
"552","131801040002","CHANCELLOR LIVINGSTON ELEMENTARY SCHOOL",2019,95
"553","131801040003","BULKELEY MIDDLE SCHOOL",2019,95
"554","132101060000","WAPPINGERS CENTRAL SCHOOL DISTRICT",2019,94
"555","132101060001","BRINCKERHOFF ELEMENTARY SCHOOL",2019,95
"556","132101060002","FISHKILL ELEMENTARY SCHOOL",2019,95
"557","132101060003","FISHKILL PLAINS ELEMENTARY SCHOOL",2019,96
"558","132101060004","GAYHEAD SCHOOL",2019,95
"559","132101060005","JAMES S EVANS ELEMENTARY SCHOOL",2019,94
"560","132101060006","KINRY ROAD ELEMENTARY SCHOOL",2019,95
"561","132101060007","VASSAR ROAD ELEMENTARY SCHOOL",2019,94
"562","132101060008","SHEAFE ROAD ELEMENTARY SCHOOL",2019,95
"563","132101060009","VAN WYCK JUNIOR HIGH SCHOOL",2019,94
"564","132101060010","WAPPINGERS JUNIOR HIGH SCHOOL",2019,93
"565","132101060011","ROY C KETCHAM SENIOR HIGH SCHOOL",2019,93
"566","132101060012","OAK GROVE ELEMENTARY SCHOOL",2019,96
"567","132101060013","MYERS CORNERS SCHOOL",2019,94
"568","132101060015","JOHN JAY SENIOR HIGH SCHOOL",2019,94
"569","132101060016","ORCHARD VIEW ALTERNATIVE HIGH SCHOOL",2019,80
"570","132201040000","MILLBROOK CENTRAL SCHOOL DISTRICT",2019,94
"571","132201040001","MILLBROOK MIDDLE SCHOOL",2019,93
"572","132201040002","ALDEN PLACE ELEMENTARY SCHOOL",2019,95
"573","132201040003","ELM DRIVE ELEMENTARY SCHOOL",2019,94
"574","132201040005","MILLBROOK HIGH SCHOOL",2019,95
"575","140101060000","ALDEN CENTRAL SCHOOL DISTRICT",2019,96
"576","140101060003","ALDEN PRIMARY AT TOWNLINE",2019,96
"577","140101060005","ALDEN MIDDLE SCHOOL",2019,97
"578","140101060006","ALDEN SENIOR HIGH SCHOOL",2019,96
"579","140101060007","ALDEN INTERMEDIATE SCHOOL",2019,96
"580","140201060000","AMHERST CENTRAL SCHOOL DISTRICT",2019,95
"581","140201060001","AMHERST MIDDLE SCHOOL",2019,95
"582","140201060002","AMHERST CENTRAL HIGH SCHOOL",2019,94
"583","140201060005","SMALLWOOD DRIVE SCHOOL",2019,96
"584","140201060006","WINDERMERE BLVD SCHOOL",2019,96
"585","140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT",2019,96
"586","140203060001","MILL MIDDLE SCHOOL",2019,96
"587","140203060002","DODGE ELEMENTARY SCHOOL",2019,96
"588","140203060003","MAPLE EAST ELEMENTARY SCHOOL",2019,96
"589","140203060004","WILLIAMSVILLE SOUTH HIGH SCHOOL",2019,95
"590","140203060005","HEIM ELEMENTARY SCHOOL",2019,96
"591","140203060007","FOREST ELEMENTARY SCHOOL",2019,96
"592","140203060008","MAPLE WEST ELEMENTARY SCHOOL",2019,96
"593","140203060009","HEIM MIDDLE SCHOOL",2019,96
"594","140203060010","WILLIAMSVILLE NORTH HIGH SCHOOL",2019,95
"595","140203060011","COUNTRY PARKWAY ELEMENTARY SCHOOL",2019,96
"596","140203060012","CASEY MIDDLE SCHOOL",2019,96
"597","140203060013","WILLIAMSVILLE EAST HIGH SCHOOL",2019,96
"598","140203060015","TRANSIT MIDDLE SCHOOL",2019,97
"599","140207060000","SWEET HOME CENTRAL SCHOOL DISTRICT",2019,94
"600","140207060002","GLENDALE ELEMENTARY SCHOOL",2019,95
"601","140207060003","MAPLEMERE ELEMENTARY SCHOOL",2019,95
"602","140207060005","SWEET HOME MIDDLE SCHOOL",2019,94
"603","140207060006","SWEET HOME SENIOR HIGH SCHOOL",2019,92
"604","140207060007","WILLOW RIDGE ELEMENTARY SCHOOL",2019,96
"605","140207060008","HERITAGE HEIGHTS ELEMENTARY SCHOOL",2019,95
"606","140301030000","EAST AURORA UNION FREE SCHOOL DISTRICT",2019,96
"607","140301030001","PARKDALE ELEMENTARY SCHOOL",2019,96
"608","140301030004","EAST AURORA MIDDLE SCHOOL",2019,96
"609","140301030005","EAST AURORA HIGH SCHOOL",2019,96
"610","140600010000","BUFFALO CITY SCHOOL DISTRICT",2019,89
"611","140600010001","DISCOVERY SCHOOL",2019,93
"612","140600010003","D'YOUVILLE-PORTER CAMPUS",2019,87
"613","140600010006","BUFFALO ELEMENTARY SCHOOL OF TECHNOLOGY",2019,91
"614","140600010017","PS 17",2019,90
"615","140600010018","DR ANTONIA PANTOJA COMMUNITY SCHOOL OF ACADEMIC EXCELLENCE AT #18",2019,92
"616","140600010019","NATIVE AMERICAN MAGNET",2019,91
"617","140600010027","PS 27 HILLERY PARK ACADEMY",2019,91
"618","140600010031","HARRIET ROSS TUBMAN ACADEMY",2019,91
"619","140600010033","BILINGUAL CENTER",2019,88
"620","140600010037","MARVA J DANIEL FUTURES PREPARATORY SCHOOL",2019,88
"621","140600010042","PS 42 OCCUPATIONAL TRAINING CENTER",2019,89
"622","140600010043","LOVEJOY DISCOVERY SCHOOL #43",2019,90
"623","140600010045","INTERNATIONAL SCHOOL",2019,93
"624","140600010053","COMMUNITY SCHOOL #53 AT #4",2019,88
"625","140600010054","DR GEORGE BLACKMAN ECC",2019,91
"626","140600010056","FREDERICK OLMSTED #156",2019,93
"627","140600010059","PS 59 DR CHARLES DREW SCIENCE MAGNET",2019,90
"628","140600010061","PS 61 AT 171",2019,89
"629","140600010064","PS 64 FREDERICK LAW OLMSTED",2019,95
"630","140600010065","PS 65 ROOSEVELT ACADEMY ECC",2019,91
"631","140600010066","PS 66 NORTH PARK ACADEMY",2019,88
"632","140600010069","PS 69 HOUGHTON ACADEMY",2019,89
"633","140600010072","LORRAINE ELEMENTARY SCHOOL",2019,90
"634","140600010074","PS 74 HAMLIN PARK ELEMENTARY SCHOOL",2019,88
"635","140600010076","HERMAN BADILLO COMMUNITY SCHOOL",2019,86
"636","140600010080","HIGHGATE HEIGHTS",2019,91
"637","140600010081","PS 81",2019,91
"638","140600010082","PS 82",2019,89
"639","140600010084","PS 84",2019,83
"640","140600010093","SOUTHSIDE ELEMENTARY SCHOOL",2019,90
"641","140600010094","DR LYDIA T WRIGHT SCH OF EXCELLENCE",2019,89
"642","140600010097","BUFFALO ACADEMY FOR THE VISUAL & PERFORMING ARTS",2019,91
"643","140600010098","MCKINLEY VOCATIONAL HIGH SCHOOL",2019,87
"644","140600010101","BURGARD VOCATIONAL HIGH SCHOOL",2019,82
"645","140600010102","CITY HONORS SCHOOL AT FOSDICK MASTEN PARK",2019,95
"646","140600010104","EMERSON SCHOOL OF HOSPITALITY",2019,84
"647","140600010105","HUTCHINSON CENTRAL TECHNICAL HIGH SCHOOL",2019,89
"648","140600010108","RIVERSIDE INSTITUTE OF TECHNOLOGY",2019,75
"649","140600010110","SOUTH PARK HIGH SCHOOL",2019,78
"650","140600010118","WEST HERTEL ELEMENTARY SCHOOL",2019,91
"651","140600010119","WATERFRONT SCHOOL",2019,91
"652","140600010122","BENNETT PARK MONTESSORI SCHOOL",2019,91
"653","140600010126","STANLEY MAKOWSKI EARLY CHILDHOOD CENTER",2019,90
"654","140600010128","LEONARDO DA VINCI HIGH SCHOOL",2019,91
"655","140600010129","GRABIARZ-CAMPUS SCHOOL #79",2019,91
"656","140600010130","FRANK A SEDITA SCHOOL #30",2019,87
"657","140600010132","MATH SCIENCE TECHNOLOGY PREPARATORY SCHOOL AT SENECA (THE)",2019,85
"658","140600010133","ALTERNATIVE HIGH SCHOOL AT 44",2019,63
"659","140600010135","MIDDLE EARLY COLLEGE HIGH SCHOOL",2019,91
"660","140600010140","EAST COMMUNITY HIGH SCHOOL",2019,81
"661","140600010141","LAFAYETTE INTERNATIONAL SCHOOL",2019,88
"662","140600010197","HARVEY AUSTIN SCHOOL #97",2019,89
"663","140600010308","INTERNATIONAL PREPARATORY SCHOOL AT GROVER CLEVELAND AT #187",2019,83
"664","140600010309","NEWCOMER ACADEMY AT LAFAYETTE",2019,86
"665","140600010310","RIVERSIDE ACADEMY HIGH SCHOOL",2019,82
"666","140600010311","LEWIS J BENNETT HS OF INNOVATIVE TEC",2019,88
"667","140600010312","BUILD COMMUNITY SCHOOL",2019,89
"668","140600010313","NEW BUFFALO - CULINARY ART, HOSPITAL",2019,84
"669","140600010314","MARTIN LUTHER KING JR #48",2019,86
"670","140600010315","NORTH PARK COMMUNITY SCHOOL #50",2019,93
"671","140600010316","PATHWAYS ACADEMY",2019,54
"672","140600860814","KING CENTER CHARTER SCHOOL",2019,92
"673","140600860817","SOUTH BUFFALO CHARTER SCHOOL",2019,93
"674","140600860838","TAPESTRY CHARTER SCHOOL",2019,94
"675","140600860851","BUFFALO UNITED CHARTER SCHOOL",2019,96
"676","140600860856","ENTERPRISE CHARTER SCHOOL",2019,92
"677","140600860861","BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL",2019,94
"678","140600860863","WESTERN NEW YORK MARITIME CHARTER SCHOOL",2019,89
"679","140600860874","WESTMINSTER COMMUNITY CHARTER SCHOOL",2019,94
"680","140600860896","ELMWOOD VILLAGE CHARTER SCHOOL",2019,94
"681","140600860911","ALOMA D JOHNSON CHARTER SCHOOL",2019,NA
"682","140600860961","HEALTH SCIENCES CHARTER SCHOOL",2019,83
"683","140600860986","WEST BUFFALO CHARTER SCHOOL",2019,94
"684","140600861072","CHARTER SCHOOL OF INQUIRY",2019,88
"685","140600861105","ELMWOOD VILLAGE CHARTER - HERTEL",2019,95
"686","140600861109","REACH ACADEMY CHARTER SCHOOL",2019,92
"687","140600861129","BUFFALO COLLEGIATE CHARTER SCHOOL",2019,91
"688","140600861134","PERSISTENCE PREP ACADEMY CHARTER SCH",2019,89
"689","140701060000","CHEEKTOWAGA CENTRAL SCHOOL DISTRICT",2019,93
"690","140701060004","UNION EAST ELEMENTARY SCHOOL",2019,94
"691","140701060006","CHEEKTOWAGA HIGH SCHOOL",2019,91
"692","140701060007","CHEEKTOWAGA MIDDLE SCHOOL",2019,95
"693","140702030000","CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT",2019,94
"694","140702030003","MARYVALE PRIMARY SCHOOL",2019,94
"695","140702030004","MARYVALE INTERMEDIATE SCHOOL",2019,95
"696","140702030005","MARYVALE MIDDLE SCHOOL",2019,94
"697","140702030006","MARYVALE HIGH SCHOOL",2019,92
"698","140703020000","CLEVELAND HILL UNION FREE SCHOOL DISTRICT",2019,95
"699","140703020002","CLEVELAND HILL ELEMENTARY SCHOOL",2019,95
"700","140703020003","CLEVELAND HILL HIGH SCHOOL",2019,94
"701","140703020004","CLEVELAND HILL MIDDLE SCHOOL",2019,95
"702","140707030000","DEPEW UNION FREE SCHOOL DISTRICT",2019,94
"703","140707030003","DEPEW HIGH SCHOOL",2019,93
"704","140707030004","DEPEW MIDDLE SCHOOL",2019,95
"705","140707030005","CAYUGA HEIGHTS ELEMENTARY SCHOOL",2019,95
"706","140709030000","CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT",2019,93
"707","140709030001","THEODORE ROOSEVELT SCHOOL",2019,93
"708","140709030002","WOODROW WILSON ELEMENTARY SCHOOL",2019,94
"709","140709030003","JOHN F KENNEDY MIDDLE SCHOOL",2019,94
"710","140709030004","JOHN F KENNEDY SENIOR HIGH SCHOOL",2019,91
"711","140801060000","CLARENCE CENTRAL SCHOOL DISTRICT",2019,96
"712","140801060002","HARRIS HILL ELEMENTARY SCHOOL",2019,96
"713","140801060003","LEDGEVIEW ELEMENTARY SCHOOL",2019,96
"714","140801060005","SHERIDAN HILL ELEMENTARY SCHOOL",2019,96
"715","140801060006","CLARENCE SENIOR HIGH SCHOOL",2019,95
"716","140801060007","CLARENCE CENTER ELEMENTARY SCHOOL",2019,96
"717","140801060008","CLARENCE MIDDLE SCHOOL",2019,97
"718","141101060000","SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT",2019,95
"719","141101060001","GRIFFITH INSTITUTE HIGH SCHOOL",2019,95
"720","141101060002","COLDEN ELEMENTARY SCHOOL",2019,96
"721","141101060003","SPRINGVILLE ELEMENTARY SCHOOL",2019,96
"722","141101060004","GRIFFITH INSTITUTE MIDDLE SCHOOL",2019,95
"723","141201060000","EDEN CENTRAL SCHOOL DISTRICT",2019,96
"724","141201060001","EDEN JUNIOR-SENIOR HIGH SCHOOL",2019,96
"725","141201060002","G L PRIESS PRIMARY SCHOOL",2019,97
"726","141201060005","EDEN ELEMENTARY SCHOOL",2019,96
"727","141301060000","IROQUOIS CENTRAL SCHOOL DISTRICT",2019,96
"728","141301060002","IROQUOIS INTERMEDIATE SCHOOL",2019,96
"729","141301060003","MARILLA PRIMARY SCHOOL",2019,96
"730","141301060004","WALES PRIMARY SCHOOL",2019,96
"731","141301060005","IROQUOIS MIDDLE SCHOOL",2019,96
"732","141301060006","IROQUOIS SENIOR HIGH SCHOOL",2019,95
"733","141301060007","ELMA PRIMARY SCHOOL",2019,96
"734","141401060000","EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE)",2019,94
"735","141401060001","HIGHLAND ELEMENTARY SCHOOL",2019,95
"736","141401060003","LAKE SHORE SENIOR HIGH SCHOOL",2019,92
"737","141401060004","JOHN T WAUGH ELEMENTARY SCHOOL",2019,95
"738","141401060008","A J SCHMIDT ELEMENTARY SCHOOL",2019,95
"739","141401060009","LAKE SHORE MIDDLE SCHOOL",2019,94
"740","141501060000","GRAND ISLAND CENTRAL SCHOOL DISTRICT",2019,96
"741","141501060001","HUTH ROAD SCHOOL",2019,96
"742","141501060003","KAEGEBEIN SCHOOL",2019,95
"743","141501060004","GRAND ISLAND SENIOR HIGH SCHOOL",2019,95
"744","141501060005","VERONICA E CONNOR MIDDLE SCHOOL",2019,96
"745","141501060006","CHARLOTTE SIDWAY SCHOOL",2019,96
